curve_type,parameter_label,parameter_value,radius_km,gamma_core_incidences,edge_count,retained_fraction_of_temporal,spatially_unmeasured_edges_retained,core_zero_degree_count,core_min_degree,core_max_degree,cover_status,cover_mip_gap,query,unit,lower,upper,width,endpoint_pair_certification,diagnostic_lower_nonoptimal_incumbent,diagnostic_upper_nonoptimal_incumbent,lower_status,upper_status,lower_mip_gap,upper_mip_gap,max_replay_residual,edges_with_missing_query_values,query_missing_semantics,endpoint_source,claim
radius,16 km,16.0,16.0,,26456,0.7832548775794179,15904,0,203,663,OPTIMAL_NUMERICAL_MILP,0.0,same_pickup_community_area_fraction_per_core,fraction,0.0,1.0000000000000002,1.0000000000000002,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,16 km,16.0,16.0,,26456,0.7832548775794179,15904,0,203,663,OPTIMAL_NUMERICAL_MILP,0.0,same_dropoff_community_area_fraction_per_core,fraction,0.0,1.0000000000000002,1.0000000000000002,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,32 km,32.0,32.0,,33357,0.9875655031530332,15904,0,351,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_trip_miles_gap_per_core,miles,0.021371621621621685,22.27706351351351,22.25569189189189,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,unresolved if any retained edge lacks trip_miles,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,32 km,32.0,32.0,,33357,0.9875655031530332,15904,0,351,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_duration_gap_per_core,minutes,0.10405405405405405,46.490765765765765,46.38671171171171,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,unresolved if any retained edge lacks trip_seconds,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,32 km,32.0,32.0,,33357,0.9875655031530332,15904,0,351,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_fare_gap_per_core,dollars,,,,UNCERTIFIED,,,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,,,,432,unresolved if any retained edge lacks fare,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,32 km,32.0,32.0,,33357,0.9875655031530332,15904,0,351,663,OPTIMAL_NUMERICAL_MILP,0.0,same_pickup_community_area_fraction_per_core,fraction,0.0,1.0,1.0,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,32 km,32.0,32.0,,33357,0.9875655031530332,15904,0,351,663,OPTIMAL_NUMERICAL_MILP,0.0,same_dropoff_community_area_fraction_per_core,fraction,0.0,1.0,1.0,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,temporal-only,,,,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_trip_miles_gap_per_core,miles,0.021371621621621685,22.27706351351351,22.25569189189189,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,unresolved if any retained edge lacks trip_miles,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,temporal-only,,,,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_duration_gap_per_core,minutes,0.10112612612612612,46.490765765765765,46.38963963963964,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,unresolved if any retained edge lacks trip_seconds,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,temporal-only,,,,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_fare_gap_per_core,dollars,,,,UNCERTIFIED,,,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,,,,444,unresolved if any retained edge lacks fare,direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,temporal-only,,,,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,same_pickup_community_area_fraction_per_core,fraction,0.0,1.0,1.0,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
radius,temporal-only,,,,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,same_dropoff_community_area_fraction_per_core,fraction,0.0,1.0,1.0,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",direct_milp,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
gamma,0,0.0,2.0,0,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_trip_miles_gap_per_core,miles,0.38878918918918925,21.82550135135135,21.43671216216216,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,1.4277956479969267e-16,0.0,0.0,0,unresolved if any retained edge lacks trip_miles,canonical_base_radius_identity,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
gamma,0,0.0,2.0,0,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_duration_gap_per_core,minutes,0.8394144144144143,43.04774774774775,42.208333333333336,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,unresolved if any retained edge lacks trip_seconds,canonical_base_radius_identity,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
gamma,0,0.0,2.0,0,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,mean_absolute_fare_gap_per_core,dollars,,,,UNCERTIFIED,,,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,UNRESOLVED_MISSING_PUBLIC_QUERY_VALUES,,,,162,unresolved if any retained edge lacks fare,canonical_base_radius_identity,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
gamma,0,0.0,2.0,0,33777,1.0,15904,0,357,663,OPTIMAL_NUMERICAL_MILP,0.0,same_pickup_community_area_fraction_per_core,fraction,0.0,1.0,1.0,CERTIFIED_OPTIMAL_PAIR,,,OPTIMAL_NUMERICAL_MILP,OPTIMAL_NUMERICAL_MILP,0.0,0.0,0.0,0,"missing endpoint area contributes interval [0,1]",canonical_base_radius_identity,"conditional sensitivity over a count-closed, core-incident public temporal candidate universe; no hidden-run or partner-recall claim"
