trip_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_centroid_latitude,pickup_centroid_longitude,dropoff_centroid_latitude,dropoff_centroid_longitude,pickup_community_area,dropoff_community_area,pickup_census_tract,dropoff_census_tract,shared_trip_authorized,shared_trip_match,trips_pooled,fare,trip_total,synthetic_data_warning
syn-0-01-p02-0,2026-01-20 06:45:00,2026-01-20 07:00:00,1033,3.687,41.903981,-87.638648,41.95056,-87.655249,8,6,17031000100,17031900102,True,True,2,11.76,16.01,SIMULATED; not a City of Chicago observation
syn-0-01-p02-1,2026-01-20 06:45:00,2026-01-20 07:15:00,1097,4.107,41.903325,-87.638934,41.950145,-87.657028,8,6,17031000100,17031900102,True,True,2,12.53,16.78,SIMULATED; not a City of Chicago observation
syn-0-01-p03-0,2026-01-20 06:45:00,2026-01-20 07:00:00,1024,3.375,41.894403,-87.633838,41.935704,-87.650654,8,6,17031000100,17031900102,True,True,2,11.33,15.58,SIMULATED; not a City of Chicago observation
syn-0-01-u00,2026-01-20 06:45:00,2026-01-20 07:00:00,500,5.607,41.897929,-87.61983,41.938381,-87.62742,8,6,17031000101,17031900104,True,False,1,12.26,16.51,SIMULATED; not a City of Chicago observation
syn-0-01-u01,2026-01-20 06:45:00,2026-01-20 07:00:00,862,2.55,41.899581,-87.622413,41.935272,-87.63425,8,6,17031000102,17031900100,True,False,1,9.68,13.93,SIMULATED; not a City of Chicago observation
syn-0-01-u02,2026-01-20 06:45:00,2026-01-20 07:15:00,1616,4.405,41.901698,-87.625036,41.93535,-87.629035,8,6,17031000103,17031900101,True,False,1,14.81,19.06,SIMULATED; not a City of Chicago observation
syn-0-01-u03,2026-01-20 06:45:00,2026-01-20 07:30:00,2174,2.233,41.900885,-87.619166,41.936228,-87.631736,8,6,17031000104,17031900102,True,False,1,14.08,18.33,SIMULATED; not a City of Chicago observation
syn-0-01-p03-1,2026-01-20 07:00:00,2026-01-20 07:15:00,1148,3.28,41.894919,-87.634234,41.935332,-87.653308,8,6,17031000100,17031900102,True,True,2,11.66,15.91,SIMULATED; not a City of Chicago observation
syn-0-02-p00-0,2026-01-20 07:30:00,2026-01-20 07:45:00,934,2.387,41.873771,-87.654349,41.853747,-87.661093,28,60,17031000200,17031900203,True,True,2,9.73,13.98,SIMULATED; not a City of Chicago observation
syn-0-02-p00-1,2026-01-20 07:30:00,2026-01-20 07:45:00,951,2.329,41.87294,-87.65096,41.851725,-87.654488,28,60,17031000201,17031900204,True,True,2,9.72,13.97,SIMULATED; not a City of Chicago observation
syn-0-02-p01-0,2026-01-20 07:30:00,2026-01-20 07:45:00,796,2.086,41.880578,-87.658511,41.844327,-87.649377,28,60,17031000203,17031900201,True,True,2,8.84,13.09,SIMULATED; not a City of Chicago observation
syn-0-02-p01-1,2026-01-20 07:30:00,2026-01-20 07:45:00,859,2.063,41.88031,-87.658387,41.842648,-87.649438,28,60,17031000203,17031900201,True,True,2,9.04,13.29,SIMULATED; not a City of Chicago observation
syn-0-02-p02-0,2026-01-20 07:30:00,2026-01-20 07:45:00,817,2.366,41.879717,-87.64762,41.854372,-87.644996,28,60,17031000200,17031900203,True,True,2,9.27,13.52,SIMULATED; not a City of Chicago observation
syn-0-02-p02-1,2026-01-20 07:30:00,2026-01-20 07:45:00,840,2.302,41.881944,-87.645331,41.850967,-87.641002,28,60,17031000203,17031900201,True,True,2,9.28,13.53,SIMULATED; not a City of Chicago observation
syn-0-02-p03-0,2026-01-20 07:30:00,2026-01-20 07:45:00,781,2.458,41.877601,-87.658336,41.852751,-87.659352,28,60,17031000200,17031900203,True,True,2,9.26,13.51,SIMULATED; not a City of Chicago observation
syn-0-02-p03-1,2026-01-20 07:30:00,2026-01-20 07:45:00,815,2.233,41.882288,-87.656892,41.849569,-87.653893,28,60,17031000203,17031900201,True,True,2,9.1,13.35,SIMULATED; not a City of Chicago observation
syn-0-02-u00,2026-01-20 07:30:00,2026-01-20 07:30:00,398,3.422,41.878596,-87.635444,41.851328,-87.630468,28,60,17031000202,17031900201,True,False,1,9.09,13.34,SIMULATED; not a City of Chicago observation
syn-0-02-u01,2026-01-20 07:30:00,2026-01-20 07:30:00,674,1.589,41.880967,-87.637167,41.852685,-87.633635,28,60,17031000203,17031900202,True,False,1,7.75,12.0,SIMULATED; not a City of Chicago observation
syn-0-02-u02,2026-01-20 07:30:00,2026-01-20 07:45:00,1214,2.794,41.880085,-87.633267,41.857025,-87.634871,28,60,17031000204,17031900203,True,False,1,11.28,15.53,SIMULATED; not a City of Chicago observation
syn-0-02-u03,2026-01-20 07:30:00,2026-01-20 08:00:00,1695,1.379,41.87804,-87.639715,41.854179,-87.631441,28,60,17031000200,17031900204,True,False,1,11.23,15.48,SIMULATED; not a City of Chicago observation
syn-0-03-p00-0,2026-01-20 08:15:00,2026-01-20 08:30:00,1438,5.823,41.844939,-87.642429,41.795132,-87.582309,60,41,17031000301,17031900300,True,True,2,15.98,20.23,SIMULATED; not a City of Chicago observation
syn-0-03-p00-1,2026-01-20 08:15:00,2026-01-20 08:30:00,1438,6.485,41.844671,-87.642105,41.795883,-87.582453,60,41,17031000301,17031900300,True,True,2,16.82,21.07,SIMULATED; not a City of Chicago observation
syn-0-03-p01-0,2026-01-20 08:15:00,2026-01-20 08:30:00,1455,5.289,41.847185,-87.639243,41.79593,-87.584376,60,41,17031000302,17031900301,True,True,2,15.35,19.6,SIMULATED; not a City of Chicago observation
syn-0-03-p01-1,2026-01-20 08:15:00,2026-01-20 08:30:00,1504,5.281,41.845757,-87.642458,41.799395,-87.583713,60,41,17031000300,17031900304,True,True,2,15.52,19.77,SIMULATED; not a City of Chicago observation
syn-0-03-p02-0,2026-01-20 08:15:00,2026-01-20 08:45:00,1461,5.694,41.847441,-87.639793,41.793386,-87.587538,60,41,17031000301,17031900300,True,True,2,15.89,20.14,SIMULATED; not a City of Chicago observation
syn-0-03-p02-1,2026-01-20 08:15:00,2026-01-20 08:45:00,1397,5.614,41.848904,-87.642885,41.793474,-87.581047,60,41,17031000302,17031900301,True,True,2,15.56,19.81,SIMULATED; not a City of Chicago observation
syn-0-03-p03-0,2026-01-20 08:15:00,2026-01-20 08:45:00,1401,6.122,41.850717,-87.646062,41.800307,-87.597864,60,41,17031000303,17031900302,True,True,2,16.22,20.47,SIMULATED; not a City of Chicago observation
syn-0-03-p03-1,2026-01-20 08:15:00,2026-01-20 08:45:00,1313,5.971,41.847249,-87.647211,41.801641,-87.593559,60,41,17031000300,17031900304,True,True,2,15.71,19.96,SIMULATED; not a City of Chicago observation
syn-0-03-u00,2026-01-20 08:15:00,2026-01-20 08:15:00,753,9.191,41.851962,-87.632631,41.796905,-87.577586,60,41,17031000303,17031900303,True,False,1,17.77,22.02,SIMULATED; not a City of Chicago observation
syn-0-03-u01,2026-01-20 08:15:00,2026-01-20 08:30:00,1202,4.094,41.849357,-87.627372,41.796189,-87.57202,60,41,17031000304,17031900304,True,False,1,12.9,17.15,SIMULATED; not a City of Chicago observation
syn-0-03-u02,2026-01-20 08:15:00,2026-01-20 08:45:00,2127,7.081,41.847912,-87.634279,41.794447,-87.578772,60,41,17031000300,17031900300,True,False,1,20.11,24.36,SIMULATED; not a City of Chicago observation
syn-0-03-u03,2026-01-20 08:15:00,2026-01-20 09:00:00,3121,3.54,41.846846,-87.629511,41.792852,-87.573054,60,41,17031000301,17031900301,True,False,1,19.23,23.48,SIMULATED; not a City of Chicago observation
syn-0-04-p00-0,2026-01-20 09:00:00,2026-01-20 09:30:00,1764,6.752,41.935396,-87.652015,41.974926,-87.764096,6,11,17031000400,17031900400,True,True,2,18.36,22.61,SIMULATED; not a City of Chicago observation
syn-0-04-p00-1,2026-01-20 09:00:00,2026-01-20 09:30:00,1665,6.771,41.935151,-87.653164,41.974366,-87.766256,6,11,17031000400,17031900400,True,True,2,18.02,22.27,SIMULATED; not a City of Chicago observation
syn-0-04-p01-0,2026-01-20 09:00:00,2026-01-20 09:30:00,1664,7.253,41.94139,-87.647293,41.962739,-87.751279,6,11,17031000404,17031900404,True,True,2,18.64,22.89,SIMULATED; not a City of Chicago observation
syn-0-04-p01-1,2026-01-20 09:00:00,2026-01-20 09:30:00,1687,7.536,41.942233,-87.646766,41.962458,-87.751465,6,11,17031000404,17031900404,True,True,2,19.08,23.33,SIMULATED; not a City of Chicago observation
syn-0-04-p02-0,2026-01-20 09:00:00,2026-01-20 09:30:00,1837,6.391,41.938491,-87.654276,41.969212,-87.767935,6,11,17031000402,17031900402,True,True,2,18.17,22.42,SIMULATED; not a City of Chicago observation
syn-0-04-p02-1,2026-01-20 09:00:00,2026-01-20 09:30:00,1703,6.742,41.938157,-87.654684,41.96989,-87.768796,6,11,17031000402,17031900402,True,True,2,18.12,22.37,SIMULATED; not a City of Chicago observation
syn-0-04-p03-0,2026-01-20 09:00:00,2026-01-20 09:30:00,1883,7.067,41.934069,-87.656031,41.974841,-87.768092,6,11,17031000402,17031900402,True,True,2,19.2,23.45,SIMULATED; not a City of Chicago observation
syn-0-04-p03-1,2026-01-20 09:00:00,2026-01-20 09:30:00,1817,7.168,41.936168,-87.657871,41.974795,-87.767975,6,11,17031000402,17031900402,True,True,2,19.09,23.34,SIMULATED; not a City of Chicago observation
syn-0-04-u00,2026-01-20 09:00:00,2026-01-20 09:15:00,816,10.846,41.943313,-87.634509,41.967636,-87.746975,6,11,17031000404,17031900400,True,False,1,20.13,24.38,SIMULATED; not a City of Chicago observation
syn-0-04-u01,2026-01-20 09:00:00,2026-01-20 09:15:00,1337,5.002,41.940908,-87.641201,41.966682,-87.741698,6,11,17031000400,17031900401,True,False,1,14.56,18.81,SIMULATED; not a City of Chicago observation
syn-0-04-u02,2026-01-20 09:00:00,2026-01-20 09:45:00,2548,8.384,41.94011,-87.636664,41.970755,-87.743681,6,11,17031000401,17031900402,True,False,1,23.33,27.58,SIMULATED; not a City of Chicago observation
syn-0-04-u03,2026-01-20 09:00:00,2026-01-20 10:00:00,3562,4.497,41.941754,-87.638304,41.97205,-87.745591,6,11,17031000402,17031900403,True,False,1,22.07,26.32,SIMULATED; not a City of Chicago observation
syn-0-05-p00-0,2026-01-20 09:45:00,2026-01-20 10:00:00,1233,4.552,41.789917,-87.589944,41.766889,-87.622971,41,69,17031000502,17031900503,True,True,2,13.6,17.85,SIMULATED; not a City of Chicago observation
syn-0-05-p00-1,2026-01-20 09:45:00,2026-01-20 10:00:00,1266,4.596,41.789431,-87.588527,41.766336,-87.621519,41,69,17031000502,17031900503,True,True,2,13.77,18.02,SIMULATED; not a City of Chicago observation
syn-0-05-p01-0,2026-01-20 09:45:00,2026-01-20 10:00:00,1107,4.576,41.786518,-87.592993,41.747307,-87.6217,41,69,17031000501,17031900502,True,True,2,13.17,17.42,SIMULATED; not a City of Chicago observation
syn-0-05-p01-1,2026-01-20 09:45:00,2026-01-20 10:00:00,1115,4.58,41.787337,-87.592421,41.747388,-87.621704,41,69,17031000501,17031900502,True,True,2,13.2,17.45,SIMULATED; not a City of Chicago observation
syn-0-05-p02-0,2026-01-20 09:45:00,2026-01-20 10:00:00,1247,4.06,41.782492,-87.591945,41.754686,-87.626564,41,69,17031000500,17031900501,True,True,2,13.02,17.27,SIMULATED; not a City of Chicago observation
syn-0-05-p02-1,2026-01-20 09:45:00,2026-01-20 10:00:00,1118,3.995,41.785234,-87.591152,41.757464,-87.624623,41,69,17031000503,17031900504,True,True,2,12.46,16.71,SIMULATED; not a City of Chicago observation
syn-0-05-p03-0,2026-01-20 09:45:00,2026-01-20 10:15:00,1263,4.742,41.793407,-87.592105,41.74438,-87.614436,41,69,17031000500,17031900501,True,True,2,13.95,18.2,SIMULATED; not a City of Chicago observation
syn-0-05-p03-1,2026-01-20 09:45:00,2026-01-20 10:00:00,1148,4.627,41.793211,-87.589758,41.749199,-87.617537,41,69,17031000502,17031900503,True,True,2,13.38,17.63,SIMULATED; not a City of Chicago observation
syn-0-05-u00,2026-01-20 09:45:00,2026-01-20 09:45:00,554,6.477,41.79307,-87.579155,41.747516,-87.611038,41,69,17031000500,17031900502,True,False,1,13.57,17.82,SIMULATED; not a City of Chicago observation
syn-0-05-u01,2026-01-20 09:45:00,2026-01-20 10:00:00,963,2.99,41.791388,-87.573755,41.749687,-87.611438,41,69,17031000501,17031900503,True,False,1,10.61,14.86,SIMULATED; not a City of Chicago observation
syn-0-05-u02,2026-01-20 09:45:00,2026-01-20 10:15:00,1712,5.115,41.794977,-87.576345,41.749202,-87.60811,41,69,17031000502,17031900504,True,False,1,16.07,20.32,SIMULATED; not a City of Chicago observation
syn-0-05-u03,2026-01-20 09:45:00,2026-01-20 10:30:00,2555,2.677,41.796114,-87.577092,41.746885,-87.614529,41,69,17031000503,17031900500,True,False,1,16.04,20.29,SIMULATED; not a City of Chicago observation
syn-0-06-p00-0,2026-01-20 10:15:00,2026-01-20 10:45:00,1420,5.451,41.973017,-87.760108,41.921529,-87.705878,11,15,17031000603,17031900600,True,True,2,15.44,19.69,SIMULATED; not a City of Chicago observation
syn-0-06-p00-1,2026-01-20 10:15:00,2026-01-20 10:45:00,1416,5.463,41.972564,-87.758681,41.922374,-87.706453,11,15,17031000603,17031900600,True,True,2,15.43,19.68,SIMULATED; not a City of Chicago observation
syn-0-06-p01-0,2026-01-20 10:15:00,2026-01-20 10:45:00,1334,4.831,41.968577,-87.754508,41.923254,-87.703225,11,15,17031000600,17031900602,True,True,2,14.33,18.58,SIMULATED; not a City of Chicago observation
syn-0-06-p01-1,2026-01-20 10:15:00,2026-01-20 10:45:00,1406,5.262,41.967466,-87.755742,41.924214,-87.704224,11,15,17031000600,17031900602,True,True,2,15.14,19.39,SIMULATED; not a City of Chicago observation
syn-0-06-p02-0,2026-01-20 10:15:00,2026-01-20 10:45:00,1343,5.735,41.971661,-87.769055,41.930978,-87.705747,11,15,17031000602,17031900604,True,True,2,15.52,19.77,SIMULATED; not a City of Chicago observation
syn-0-06-p02-1,2026-01-20 10:15:00,2026-01-20 10:45:00,1439,5.547,41.971304,-87.769754,41.93183,-87.705145,11,15,17031000602,17031900604,True,True,2,15.63,19.88,SIMULATED; not a City of Chicago observation
syn-0-06-p03-0,2026-01-20 10:15:00,2026-01-20 10:45:00,1411,5.902,41.967661,-87.758412,41.922137,-87.705648,11,15,17031000603,17031900600,True,True,2,15.98,20.23,SIMULATED; not a City of Chicago observation
syn-0-06-p03-1,2026-01-20 10:15:00,2026-01-20 10:45:00,1450,5.773,41.966493,-87.759103,41.922062,-87.704735,11,15,17031000603,17031900600,True,True,2,15.95,20.2,SIMULATED; not a City of Chicago observation
syn-0-06-u00,2026-01-20 10:15:00,2026-01-20 10:30:00,687,7.952,41.965512,-87.742824,41.922634,-87.685378,11,15,17031000601,17031900604,True,False,1,15.95,20.2,SIMULATED; not a City of Chicago observation
syn-0-06-u01,2026-01-20 10:15:00,2026-01-20 10:30:00,1073,3.77,41.967668,-87.744155,41.920128,-87.691629,11,15,17031000602,17031900600,True,False,1,12.01,16.26,SIMULATED; not a City of Chicago observation
syn-0-06-u02,2026-01-20 10:15:00,2026-01-20 10:45:00,2042,6.746,41.970704,-87.746928,41.919622,-87.685981,11,15,17031000603,17031900601,True,False,1,19.37,23.62,SIMULATED; not a City of Chicago observation
syn-0-06-u03,2026-01-20 10:15:00,2026-01-20 11:00:00,2995,3.272,41.968367,-87.740998,41.921744,-87.688056,11,15,17031000604,17031900602,True,False,1,18.42,22.67,SIMULATED; not a City of Chicago observation
syn-0-07-p00-0,2026-01-20 11:00:00,2026-01-20 11:30:00,1708,6.888,41.75463,-87.626613,41.806818,-87.702732,69,66,17031000704,17031900702,True,True,2,18.33,22.58,SIMULATED; not a City of Chicago observation
syn-0-07-p00-1,2026-01-20 11:00:00,2026-01-20 11:30:00,1713,6.937,41.754837,-87.626136,41.806276,-87.701164,69,66,17031000704,17031900702,True,True,2,18.41,22.66,SIMULATED; not a City of Chicago observation
syn-0-07-p01-0,2026-01-20 11:00:00,2026-01-20 11:30:00,1745,6.934,41.750772,-87.628983,41.814425,-87.706499,69,66,17031000702,17031900700,True,True,2,18.52,22.77,SIMULATED; not a City of Chicago observation
syn-0-07-p01-1,2026-01-20 11:00:00,2026-01-20 11:30:00,1710,7.143,41.753666,-87.630181,41.813811,-87.699305,69,66,17031000703,17031900701,True,True,2,18.66,22.91,SIMULATED; not a City of Chicago observation
syn-0-07-p02-0,2026-01-20 11:00:00,2026-01-20 11:30:00,1667,7.274,41.746127,-87.62054,41.812272,-87.694846,69,66,17031000701,17031900704,True,True,2,18.67,22.92,SIMULATED; not a City of Chicago observation
syn-0-07-p02-1,2026-01-20 11:00:00,2026-01-20 11:30:00,1650,7.175,41.751174,-87.624928,41.808116,-87.697155,69,66,17031000703,17031900701,True,True,2,18.49,22.74,SIMULATED; not a City of Chicago observation
syn-0-07-p03-0,2026-01-20 11:00:00,2026-01-20 11:30:00,1713,7.307,41.752052,-87.621683,41.81566,-87.696065,69,66,17031000702,17031900700,True,True,2,18.89,23.14,SIMULATED; not a City of Chicago observation
syn-0-07-p03-1,2026-01-20 11:00:00,2026-01-20 11:30:00,1706,7.42,41.752319,-87.619357,41.815795,-87.698028,69,66,17031000702,17031900700,True,True,2,19.0,23.25,SIMULATED; not a City of Chicago observation
syn-0-07-u00,2026-01-20 11:00:00,2026-01-20 11:15:00,830,11.251,41.752081,-87.609323,41.808866,-87.688494,69,66,17031000702,17031900701,True,False,1,20.69,24.94,SIMULATED; not a City of Chicago observation
syn-0-07-u01,2026-01-20 11:00:00,2026-01-20 11:15:00,1402,5.299,41.753942,-87.611015,41.810963,-87.690871,69,66,17031000703,17031900702,True,False,1,15.17,19.42,SIMULATED; not a City of Chicago observation
syn-0-07-u02,2026-01-20 11:00:00,2026-01-20 11:45:00,2472,8.815,41.752351,-87.606182,41.813115,-87.692886,69,66,17031000704,17031900703,True,False,1,23.6,27.85,SIMULATED; not a City of Chicago observation
syn-0-07-u03,2026-01-20 11:00:00,2026-01-20 12:00:00,3711,4.362,41.750334,-87.61321,41.812436,-87.686092,69,66,17031000700,17031900704,True,False,1,22.44,26.69,SIMULATED; not a City of Chicago observation
syn-0-08-p00-0,2026-01-20 11:30:00,2026-01-20 11:45:00,726,1.533,41.884461,-87.61662,41.891727,-87.635797,8,8,17031000004,17031900000,True,True,2,7.87,12.12,SIMULATED; not a City of Chicago observation
syn-0-08-p00-1,2026-01-20 11:30:00,2026-01-20 11:45:00,690,1.595,41.885352,-87.615978,41.894386,-87.634748,8,8,17031000004,17031900000,True,True,2,7.82,12.07,SIMULATED; not a City of Chicago observation
syn-0-08-p01-0,2026-01-20 11:45:00,2026-01-20 12:00:00,717,1.71,41.886676,-87.626198,41.912922,-87.61378,8,8,17031000003,17031900004,True,True,2,8.07,12.32,SIMULATED; not a City of Chicago observation
syn-0-08-p01-1,2026-01-20 11:45:00,2026-01-20 11:45:00,728,1.622,41.886603,-87.626712,41.914243,-87.611457,8,8,17031000003,17031900004,True,True,2,8.0,12.25,SIMULATED; not a City of Chicago observation
syn-0-08-p02-0,2026-01-20 11:45:00,2026-01-20 12:00:00,710,1.624,41.882034,-87.623405,41.913704,-87.639535,8,8,17031000004,17031900000,True,True,2,7.93,12.18,SIMULATED; not a City of Chicago observation
syn-0-08-p02-1,2026-01-20 11:45:00,2026-01-20 12:00:00,691,1.557,41.882889,-87.622167,41.91402,-87.639039,8,8,17031000004,17031900000,True,True,2,7.78,12.03,SIMULATED; not a City of Chicago observation
syn-0-08-p03-0,2026-01-20 11:45:00,2026-01-20 12:00:00,672,1.712,41.889143,-87.627366,41.904123,-87.627842,8,8,17031000003,17031900004,True,True,2,7.91,12.16,SIMULATED; not a City of Chicago observation
syn-0-08-p03-1,2026-01-20 11:45:00,2026-01-20 12:00:00,705,1.67,41.886565,-87.624926,41.903521,-87.633431,8,8,17031000001,17031900002,True,True,2,7.97,12.22,SIMULATED; not a City of Chicago observation
syn-0-08-u00,2026-01-20 11:45:00,2026-01-20 11:45:00,357,2.477,41.886119,-87.612844,41.900368,-87.622968,8,8,17031000003,17031900000,True,False,1,7.73,11.98,SIMULATED; not a City of Chicago observation
syn-0-08-u01,2026-01-20 11:45:00,2026-01-20 11:45:00,571,1.245,41.884545,-87.608088,41.898791,-87.616669,8,8,17031000004,17031900001,True,False,1,6.94,11.19,SIMULATED; not a City of Chicago observation
syn-0-08-u02,2026-01-20 11:45:00,2026-01-20 12:00:00,1016,2.066,41.882564,-87.614872,41.899981,-87.620006,8,8,17031000000,17031900002,True,False,1,9.62,13.87,SIMULATED; not a City of Chicago observation
syn-0-08-u03,2026-01-20 11:45:00,2026-01-20 12:15:00,1506,1.046,41.88145,-87.610276,41.903226,-87.620424,8,8,17031000001,17031900003,True,False,1,10.11,14.36,SIMULATED; not a City of Chicago observation
syn-0-09-p00-0,2026-01-20 12:30:00,2026-01-20 12:45:00,1054,3.489,41.896301,-87.634937,41.937814,-87.654014,8,6,17031000100,17031900102,True,True,2,11.58,15.83,SIMULATED; not a City of Chicago observation
syn-0-09-p00-1,2026-01-20 12:30:00,2026-01-20 12:45:00,942,3.288,41.896868,-87.633938,41.936929,-87.652512,8,6,17031000100,17031900102,True,True,2,10.91,15.16,SIMULATED; not a City of Chicago observation
syn-0-09-p01-0,2026-01-20 12:30:00,2026-01-20 12:45:00,1162,3.428,41.895919,-87.631545,41.946724,-87.661334,8,6,17031000103,17031900100,True,True,2,11.9,16.15,SIMULATED; not a City of Chicago observation
syn-0-09-p01-1,2026-01-20 12:30:00,2026-01-20 12:45:00,1034,3.76,41.894616,-87.632207,41.947544,-87.661079,8,6,17031000103,17031900100,True,True,2,11.86,16.11,SIMULATED; not a City of Chicago observation
syn-0-09-p02-0,2026-01-20 12:30:00,2026-01-20 12:45:00,1116,3.593,41.898434,-87.636963,41.94577,-87.664078,8,6,17031000104,17031900101,True,True,2,11.94,16.19,SIMULATED; not a City of Chicago observation
syn-0-09-p02-1,2026-01-20 12:30:00,2026-01-20 12:45:00,1105,3.357,41.897318,-87.643332,41.947356,-87.663619,8,6,17031000100,17031900102,True,True,2,11.6,15.85,SIMULATED; not a City of Chicago observation
syn-0-09-p03-0,2026-01-20 12:30:00,2026-01-20 12:45:00,1162,3.356,41.902624,-87.632254,41.948196,-87.646732,8,6,17031000102,17031900104,True,True,2,11.81,16.06,SIMULATED; not a City of Chicago observation
syn-0-09-p03-1,2026-01-20 12:30:00,2026-01-20 12:45:00,1150,3.441,41.902631,-87.632583,41.949066,-87.646871,8,6,17031000102,17031900104,True,True,2,11.87,16.12,SIMULATED; not a City of Chicago observation
syn-0-09-u00,2026-01-20 12:30:00,2026-01-20 12:30:00,548,5.659,41.903937,-87.617614,41.942239,-87.634765,8,6,17031000104,17031900102,True,False,1,12.5,16.75,SIMULATED; not a City of Chicago observation
syn-0-09-u01,2026-01-20 12:30:00,2026-01-20 12:45:00,827,2.662,41.901727,-87.62494,41.944923,-87.635716,8,6,17031000100,17031900103,True,False,1,9.69,13.94,SIMULATED; not a City of Chicago observation
syn-0-09-u02,2026-01-20 12:30:00,2026-01-20 13:00:00,1589,4.679,41.901926,-87.61964,41.943109,-87.629978,8,6,17031000101,17031900104,True,False,1,15.07,19.32,SIMULATED; not a City of Chicago observation
syn-0-09-u03,2026-01-20 12:30:00,2026-01-20 13:00:00,2275,2.257,41.903178,-87.622469,41.941923,-87.636795,8,6,17031000102,17031900100,True,False,1,14.48,18.73,SIMULATED; not a City of Chicago observation
syn-0-10-p00-0,2026-01-20 13:00:00,2026-01-20 13:15:00,814,2.303,41.87484,-87.654765,41.851613,-87.643476,28,60,17031000203,17031900201,True,True,2,9.18,13.43,SIMULATED; not a City of Chicago observation
syn-0-10-p00-1,2026-01-20 13:00:00,2026-01-20 13:15:00,857,2.118,41.87031,-87.651281,41.85511,-87.641655,28,60,17031000201,17031900204,True,True,2,9.1,13.35,SIMULATED; not a City of Chicago observation
